Subj	Item	Trial	List	Item.text	Response	Corr	CorrResp	RT	RespCat
vpc3026	critical-1VPC-P_32	135	8	[We will tie the canoe]	No	1	No	1510	CorrReject
vpc3026	critical-1VPC-P_5	141	8	[He will pass the dessert]	No	0	Yes	1418	Miss
vpc3026	critical-1VPC-P_1	153	8	[He will hold the line]	Yes	1	Yes	757	Hit
vpc3026	critical-1VPC-P_30	157	8	[We will pull off the sticker]	Yes	1	Yes	906	Hit
vpc3026	critical-1VPC-P_28	158	8	[We will dress the doll]	Yes	0	No	965	FalseAlarm
vpc3026	critical-1VPC-P_11	159	8	[She will shut down the computer]	Yes	0	No	332	FalseAlarm
vpc3027	critical-1VPC-P_25	2	4	[We will throw the towel]	Yes	1	Yes	1119	Hit
vpc3027	critical-1VPC-P_29	4	4	[We will smooth the frosting]	Yes	1	Yes	1065	Hit
vpc3027	critical-1VPC-P_21	7	4	[They will lead the dance]	Yes	1	Yes	1368	Hit
vpc3027	critical-1VPC-P_17	8	4	[They will shoot the hawk]	Yes	1	Yes	1243	Hit
vpc3027	critical-1VPC-P_3	9	4	[He will cover up the research]	Yes	0	No	1478	FalseAlarm
vpc3027	critical-1VPC-P_1	20	4	[He will hold the line]	Yes	1	Yes	1481	Hit
vpc3027	critical-1VPC-P_2	22	4	[He will buy up the land]	Yes	1	Yes	1802	Hit
vpc3027	critical-1VPC-P_32	31	4	[We will tie the canoe]	No	1	No	1126	CorrReject
vpc3027	critical-1VPC-P_19	41	4	[They will carry up the groceries]	No	1	No	1203	CorrReject
vpc3027	critical-1VPC-P_10	64	4	[She will check out the books]	Yes	1	Yes	1651	Hit
vpc3027	critical-1VPC-P_23	67	4	[They will check over the essays]	Yes	0	No	1877	FalseAlarm
vpc3027	critical-1VPC-P_4	76	4	[He will lock the bicycle]	Yes	0	No	1315	FalseAlarm
vpc3027	critical-1VPC-P_24	77	4	[They will wring the rag]	Yes	0	No	1124	FalseAlarm
vpc3027	critical-1VPC-P_30	79	4	[We will pull off the sticker]	No	0	Yes	2136	Miss
vpc3027	critical-1VPC-P_16	80	4	[She will throw the trash]	No	1	No	1405	CorrReject
vpc3027	critical-1VPC-P_28	90	4	[We will dress the doll]	No	1	No	1583	CorrReject
vpc3027	critical-1VPC-P_12	92	4	[She will drive the candidate]	No	1	No	1921	CorrReject
vpc3027	critical-1VPC-P_7	93	4	[He will think through the thoughts]	No	1	No	1452	CorrReject
vpc3027	critical-1VPC-P_26	97	4	[We will bust out the moves]	Yes	1	Yes	1366	Hit
vpc3027	critical-1VPC-P_27	105	4	[We will bring forth the gifts]	No	1	No	1306	CorrReject
vpc3027	critical-1VPC-P_31	109	4	[We will show off the ponies]	Yes	0	No	1473	FalseAlarm
vpc3027	critical-1VPC-P_6	110	4	[He will run up the hills]	Yes	1	Yes	1272	Hit
vpc3027	critical-1VPC-P_22	113	4	[They will take over the position]	Yes	1	Yes	1175	Hit
vpc3027	critical-1VPC-P_14	114	4	[She will help out the waiter]	No	0	Yes	1418	Miss
vpc3027	critical-1VPC-P_8	115	4	[He will strike the balance]	No	1	No	1028	CorrReject
vpc3027	critical-1VPC-P_13	118	4	[She will close the cafթ]	Yes	1	Yes	1114	Hit
vpc3027	critical-1VPC-P_5	126	4	[He will pass the dessert]	Yes	1	Yes	1047	Hit
vpc3027	critical-1VPC-P_15	130	4	[She will set up the boundaries]	Yes	0	No	1612	FalseAlarm
vpc3027	critical-1VPC-P_11	132	4	[She will shut down the computer]	Yes	0	No	1525	FalseAlarm
vpc3027	critical-1VPC-P_9	143	4	[She will pair the geese]	Yes	1	Yes	1429	Hit
vpc3027	critical-1VPC-P_20	144	4	[They will live the lie]	Yes	0	No	1673	FalseAlarm
vpc3027	critical-1VPC-P_18	154	4	[They will catch up the students]	Yes	1	Yes	1174	Hit
vpc3028	critical-1VPC-P_24	8	6	[They will wring out the rag]	Yes	1	Yes	1793	Hit
vpc3028	critical-1VPC-P_8	11	6	[He will strike down the balance]	Yes	1	Yes	1905	Hit
vpc3028	critical-1VPC-P_6	13	6	[He will run the hills]	No	1	No	1730	CorrReject
vpc3028	critical-1VPC-P_25	19	6	[We will throw in the towel]	No	1	No	2384	CorrReject
vpc3028	critical-1VPC-P_22	21	6	[They will take the position]	No	1	No	1473	CorrReject
vpc3028	critical-1VPC-P_5	25	6	[He will pass over the dessert]	No	1	No	1265	CorrReject
vpc3028	critical-1VPC-P_13	26	6	[She will close up the caf_]	No	1	No	2097	CorrReject
vpc3028	critical-1VPC-P_29	30	6	[We will smooth over the frosting]	No	1	No	1328	CorrReject
vpc3028	critical-1VPC-P_18	31	6	[They will catch the students]	No	1	No	1072	CorrReject
vpc3028	critical-1VPC-P_23	35	6	[They will check the essays]	Yes	1	Yes	2066	Hit
vpc3028	critical-1VPC-P_21	44	6	[They will lead off the dance]	No	1	No	1138	CorrReject
vpc3028	critical-1VPC-P_30	48	6	[We will pull the sticker]	No	1	No	1106	CorrReject
vpc3028	critical-1VPC-P_19	54	6	[They will carry the groceries]	Yes	1	Yes	1490	Hit
vpc3028	critical-1VPC-P_14	68	6	[She will help the waiter]	Yes	0	No	1010	FalseAlarm
vpc3028	critical-1VPC-P_9	71	6	[She will pair off the geese]	Yes	0	No	1491	FalseAlarm
vpc3028	critical-1VPC-P_2	78	6	[He will buy the land]	Yes	0	No	1392	FalseAlarm
vpc3028	critical-1VPC-P_26	82	6	[We will bust the moves]	No	1	No	1004	CorrReject
vpc3028	critical-1VPC-P_12	102	6	[She will drive away the candidate]	Yes	1	Yes	834	Hit
vpc3028	critical-1VPC-P_27	115	6	[We will bring the gifts]	No	0	Yes	816	Miss
vpc3028	critical-1VPC-P_16	119	6	[She will throw out the trash]	Yes	1	Yes	1443	Hit
vpc3028	critical-1VPC-P_3	125	6	[He will cover the research]	Yes	1	Yes	804	Hit
vpc3028	critical-1VPC-P_20	130	6	[They will live down the lie]	Yes	1	Yes	1169	Hit
vpc3028	critical-1VPC-P_15	132	6	[She will set the boundaries]	Yes	1	Yes	916	Hit
vpc3028	critical-1VPC-P_1	135	6	[He will hold down the line]	No	1	No	1393	CorrReject
vpc3028	critical-1VPC-P_7	136	6	[He will think the thoughts]	Yes	1	Yes	1811	Hit
vpc3028	critical-1VPC-P_4	140	6	[He will lock up the bicycle]	Yes	1	Yes	1074	Hit
vpc3028	critical-1VPC-P_11	144	6	[She will shut the computer]	Yes	1	Yes	1714	Hit
vpc3028	critical-1VPC-P_10	145	6	[She will check the books]	No	1	No	1184	CorrReject
vpc3028	critical-1VPC-P_32	146	6	[We will tie up the canoe]	Yes	1	Yes	1203	Hit
vpc3028	critical-1VPC-P_31	159	6	[We will show the ponies]	Yes	1	Yes	931	Hit
vpc3029	critical-1VPC-P_12	6	2	[She will drive away the candidate]	Yes	1	Yes	1229	Hit
vpc3029	critical-1VPC-P_4	8	2	[He will lock up the bicycle]	Yes	1	Yes	1261	Hit
vpc3029	critical-1VPC-P_30	15	2	[We will pull the sticker]	No	1	No	2130	CorrReject
vpc3029	critical-1VPC-P_11	18	2	[She will shut the computer]	Yes	1	Yes	1815	Hit
vpc3029	critical-1VPC-P_6	20	2	[He will run the hills]	No	1	No	1758	CorrReject
vpc3029	critical-1VPC-P_20	27	2	[They will live down the lie]	Yes	1	Yes	1905	Hit
vpc3029	critical-1VPC-P_7	34	2	[He will think the thoughts]	Yes	1	Yes	1230	Hit
vpc3029	critical-1VPC-P_18	35	2	[They will catch the students]	No	1	No	1583	CorrReject
vpc3029	critical-1VPC-P_24	54	2	[They will wring out the rag]	Yes	1	Yes	1294	Hit
vpc3029	critical-1VPC-P_9	56	2	[She will pair off the geese]	No	1	No	1001	CorrReject
vpc3029	critical-1VPC-P_23	67	2	[They will check the essays]	No	0	Yes	1714	Miss
vpc3029	critical-1VPC-P_1	70	2	[He will hold down the line]	Yes	0	No	1658	FalseAlarm
vpc3029	critical-1VPC-P_25	72	2	[We will throw in the towel]	No	1	No	1290	CorrReject
vpc3029	critical-1VPC-P_15	81	2	[She will set the boundaries]	Yes	1	Yes	1057	Hit
vpc3029	critical-1VPC-P_8	100	2	[He will strike down the balance]	Yes	1	Yes	1340	Hit
vpc3029	critical-1VPC-P_22	103	2	[They will take the position]	No	1	No	1237	CorrReject
vpc3029	critical-1VPC-P_16	104	2	[She will throw out the trash]	Yes	1	Yes	1273	Hit
vpc3029	critical-1VPC-P_28	105	2	[We will dress up the doll]	Yes	1	Yes	1141	Hit
vpc3029	critical-1VPC-P_21	111	2	[They will lead off the dance]	Yes	0	No	1898	FalseAlarm
vpc3029	critical-1VPC-P_29	112	2	[We will smooth over the frosting]	No	1	No	1285	CorrReject
vpc3029	critical-1VPC-P_27	113	2	[We will bring the gifts]	Yes	1	Yes	1330	Hit
vpc3029	critical-1VPC-P_13	120	2	[She will close up the cafթ]	No	1	No	1338	CorrReject
vpc3029	critical-1VPC-P_5	122	2	[He will pass over the dessert]	Yes	0	No	2173	FalseAlarm
vpc3029	critical-1VPC-P_32	126	2	[We will tie up the canoe]	Yes	1	Yes	1338	Hit
vpc3029	critical-1VPC-P_19	128	2	[They will carry the groceries]	Yes	1	Yes	1297	Hit
vpc3029	critical-1VPC-P_26	131	2	[We will bust the moves]	No	1	No	1602	CorrReject
vpc3029	critical-1VPC-P_2	132	2	[He will buy the land]	No	1	No	1602	CorrReject
vpc3029	critical-1VPC-P_14	139	2	[She will help the waiter]	No	1	No	1165	CorrReject
vpc3029	critical-1VPC-P_31	144	2	[We will show the ponies]	Yes	1	Yes	1140	Hit
vpc3029	critical-1VPC-P_10	145	2	[She will check the books]	No	1	No	1806	CorrReject
vpc3029	critical-1VPC-P_3	151	2	[He will cover the research]	Yes	1	Yes	1512	Hit
vpc3029	critical-1VPC-P_17	157	2	[They will shoot down the hawk]	No	1	No	1153	CorrReject
vpc303	critical-1VPC-P_23	2	6	[They will check the essays]	Yes	1	Yes	2000	Hit
vpc303	critical-1VPC-P_12	9	6	[She will drive away the candidate]	Yes	1	Yes	913	Hit
vpc303	critical-1VPC-P_13	16	6	[She will close up the cafթ]	No	1	No	1458	CorrReject
vpc303	critical-1VPC-P_4	32	6	[He will lock up the bicycle]	Yes	1	Yes	1070	Hit
vpc303	critical-1VPC-P_28	42	6	[We will dress up the doll]	Yes	1	Yes	1022	Hit
vpc303	critical-1VPC-P_27	43	6	[We will bring the gifts]	No	0	Yes	957	Miss
vpc303	critical-1VPC-P_21	44	6	[They will lead off the dance]	No	1	No	1343	CorrReject
vpc303	critical-1VPC-P_18	48	6	[They will catch the students]	No	1	No	864	CorrReject
vpc303	critical-1VPC-P_30	53	6	[We will pull the sticker]	Yes	0	No	945	FalseAlarm
vpc303	critical-1VPC-P_9	63	6	[She will pair off the geese]	Yes	0	No	1041	FalseAlarm
vpc303	critical-1VPC-P_14	76	6	[She will help the waiter]	Yes	0	No	977	FalseAlarm
vpc303	critical-1VPC-P_1	82	6	[He will hold down the line]	Yes	0	No	1002	FalseAlarm
vpc303	critical-1VPC-P_17	88	6	[They will shoot down the hawk]	Yes	0	No	908	FalseAlarm
vpc303	critical-1VPC-P_19	97	6	[They will carry the groceries]	No	0	Yes	701	Miss
vpc303	critical-1VPC-P_29	99	6	[We will smooth over the frosting]	No	1	No	750	CorrReject
vpc303	critical-1VPC-P_11	100	6	[She will shut the computer]	No	0	Yes	993	Miss
vpc303	critical-1VPC-P_26	105	6	[We will bust the moves]	No	1	No	832	CorrReject
vpc303	critical-1VPC-P_25	106	6	[We will throw in the towel]	Yes	0	No	841	FalseAlarm
vpc303	critical-1VPC-P_16	111	6	[She will throw out the trash]	No	0	Yes	641	Miss
vpc303	critical-1VPC-P_24	112	6	[They will wring out the rag]	No	0	Yes	800	Miss
vpc303	critical-1VPC-P_7	117	6	[He will think the thoughts]	Yes	1	Yes	850	Hit
vpc303	critical-1VPC-P_5	119	6	[He will pass over the dessert]	No	1	No	833	CorrReject
vpc303	critical-1VPC-P_32	127	6	[We will tie up the canoe]	No	0	Yes	812	Miss
vpc303	critical-1VPC-P_31	131	6	[We will show the ponies]	Yes	1	Yes	784	Hit
vpc303	critical-1VPC-P_2	135	6	[He will buy the land]	No	1	No	881	CorrReject
vpc303	critical-1VPC-P_3	139	6	[He will cover the research]	No	0	Yes	817	Miss
vpc303	critical-1VPC-P_10	141	6	[She will check the books]	No	1	No	1087	CorrReject
vpc303	critical-1VPC-P_15	142	6	[She will set the boundaries]	Yes	1	Yes	879	Hit
vpc303	critical-1VPC-P_22	145	6	[They will take the position]	Yes	0	No	1036	FalseAlarm
vpc303	critical-1VPC-P_8	154	6	[He will strike down the balance]	No	0	Yes	924	Miss
vpc303	critical-1VPC-P_6	156	6	[He will run the hills]	Yes	0	No	880	FalseAlarm
vpc303	critical-1VPC-P_20	157	6	[They will live down the lie]	Yes	1	Yes	1216	Hit
vpc3030	critical-1VPC-P_4	8	5	[He will cut up the meat]	Yes	0	No	986	FalseAlarm
vpc3030	critical-1VPC-P_1	12	5	[He will bring the crowd]	No	1	No	1266	CorrReject
vpc3030	critical-1VPC-P_18	13	5	[They will mark the lumber]	Yes	1	Yes	1074	Hit
vpc3030	critical-1VPC-P_5	15	5	[He will run the trail]	Yes	0	No	1368	FalseAlarm
vpc3030	critical-1VPC-P_25	18	5	[We will bring the dog]	Yes	0	No	888	FalseAlarm
vpc3030	critical-1VPC-P_28	29	5	[We will charge up the phone]	Yes	0	No	982	FalseAlarm
vpc3030	critical-1VPC-P_17	34	5	[They will boil the soup]	Yes	0	No	1793	FalseAlarm
vpc3030	critical-1VPC-P_8	44	5	[He will hold down the job]	Yes	0	No	1105	FalseAlarm
vpc3030	critical-1VPC-P_21	53	5	[They will seal the bag]	No	1	No	1790	CorrReject
vpc3030	critical-1VPC-P_11	57	5	[She will close down the slide]	No	0	Yes	1052	Miss
vpc3030	critical-1VPC-P_13	58	5	[She will finish the game]	Yes	0	No	1272	FalseAlarm
vpc3030	critical-1VPC-P_12	59	5	[She will give away the prizes]	Yes	0	No	1029	FalseAlarm
vpc3030	critical-1VPC-P_9	74	5	[She will break the stick]	No	1	No	1371	CorrReject
vpc3030	critical-1VPC-P_3	75	5	[He will eat up the spaghetti]	Yes	1	Yes	1677	Hit
vpc3030	critical-1VPC-P_14	80	5	[She will clear the drawer]	No	0	Yes	967	Miss
vpc3030	critical-1VPC-P_24	85	5	[They will find out the word]	No	1	No	484	CorrReject
vpc3030	critical-1VPC-P_31	86	5	[We will set off the timer]	Yes	1	Yes	822	Hit
vpc3030	critical-1VPC-P_16	90	5	[She will buy out the store]	Yes	0	No	1786	FalseAlarm
vpc3030	critical-1VPC-P_20	92	5	[They will pull down the photo]	Yes	0	No	1951	FalseAlarm
vpc3030	critical-1VPC-P_32	97	5	[We will buy up the supplies]	Yes	0	No	1104	FalseAlarm
vpc3030	critical-1VPC-P_7	98	5	[He will see through the rumors]	Yes	1	Yes	1006	Hit
vpc3030	critical-1VPC-P_23	100	5	[They will throw over the frisbee]	Yes	1	Yes	984	Hit
vpc3030	critical-1VPC-P_27	102	5	[We will call forth the juror]	No	0	Yes	807	Miss
vpc3030	critical-1VPC-P_29	104	5	[We will make the model]	No	1	No	2025	CorrReject
vpc3030	critical-1VPC-P_15	109	5	[She will patch up the tire]	No	0	Yes	1492	Miss
vpc3030	critical-1VPC-P_26	117	5	[We will bail the prisoner]	Yes	1	Yes	743	Hit
vpc3030	critical-1VPC-P_2	139	5	[He wil round the fractions]	No	0	Yes	425	Miss
vpc3030	critical-1VPC-P_10	142	5	[She will drive the trucks]	Yes	1	Yes	943	Hit
vpc3030	critical-1VPC-P_22	145	5	[They will look the part]	Yes	1	Yes	1120	Hit
vpc3030	critical-1VPC-P_6	158	5	[He will hold the lizard]	No	0	Yes	431	Miss
vpc3031	critical-1VPC-P_13	1	2	[She will close up the cafթ]	Yes	0	No	794	FalseAlarm
vpc3031	critical-1VPC-P_17	2	2	[They will shoot down the hawk]	No	1	No	1260	CorrReject
vpc3031	critical-1VPC-P_5	5	2	[He will pass over the dessert]	Yes	0	No	1648	FalseAlarm
vpc3031	critical-1VPC-P_4	12	2	[He will lock up the bicycle]	Yes	1	Yes	1161	Hit
vpc3031	critical-1VPC-P_6	19	2	[He will run the hills]	Yes	0	No	862	FalseAlarm
vpc3031	critical-1VPC-P_9	28	2	[She will pair off the geese]	No	1	No	1124	CorrReject
vpc3031	critical-1VPC-P_10	31	2	[She will check the books]	No	1	No	1014	CorrReject
vpc3031	critical-1VPC-P_29	50	2	[We will smooth over the frosting]	No	1	No	1535	CorrReject
vpc3031	critical-1VPC-P_19	52	2	[They will carry the groceries]	Yes	1	Yes	765	Hit
vpc3031	critical-1VPC-P_12	54	2	[She will drive away the candidate]	Yes	1	Yes	945	Hit
vpc3031	critical-1VPC-P_8	55	2	[He will strike down the balance]	Yes	1	Yes	974	Hit
vpc3031	critical-1VPC-P_1	57	2	[He will hold down the line]	Yes	0	No	781	FalseAlarm
vpc3031	critical-1VPC-P_26	59	2	[We will bust the moves]	No	1	No	1209	CorrReject
vpc3031	critical-1VPC-P_11	63	2	[She will shut the computer]	Yes	1	Yes	780	Hit
vpc3031	critical-1VPC-P_31	64	2	[We will show the ponies]	Yes	1	Yes	832	Hit
vpc3031	critical-1VPC-P_20	68	2	[They will live down the lie]	Yes	1	Yes	705	Hit
vpc3031	critical-1VPC-P_32	72	2	[We will tie up the canoe]	Yes	1	Yes	930	Hit
vpc3031	critical-1VPC-P_23	76	2	[They will check the essays]	Yes	1	Yes	1179	Hit
vpc3031	critical-1VPC-P_28	80	2	[We will dress up the doll]	Yes	1	Yes	767	Hit
vpc3031	critical-1VPC-P_3	82	2	[He will cover the research]	Yes	1	Yes	671	Hit
vpc3031	critical-1VPC-P_25	83	2	[We will throw in the towel]	No	1	No	1059	CorrReject
vpc3031	critical-1VPC-P_24	93	2	[They will wring out the rag]	Yes	1	Yes	1316	Hit
vpc3031	critical-1VPC-P_16	94	2	[She will throw out the trash]	Yes	1	Yes	736	Hit
vpc3031	critical-1VPC-P_14	102	2	[She will help the waiter]	Yes	0	No	1394	FalseAlarm
vpc3031	critical-1VPC-P_30	109	2	[We will pull the sticker]	No	1	No	1357	CorrReject
vpc3031	critical-1VPC-P_22	113	2	[They will take the position]	No	1	No	1120	CorrReject
vpc3031	critical-1VPC-P_7	115	2	[He will think the thoughts]	Yes	1	Yes	775	Hit
vpc3031	critical-1VPC-P_15	127	2	[She will set the boundaries]	Yes	1	Yes	690	Hit
vpc3031	critical-1VPC-P_2	130	2	[He will buy the land]	No	1	No	1136	CorrReject
vpc3031	critical-1VPC-P_21	141	2	[They will lead off the dance]	No	1	No	1374	CorrReject
vpc3031	critical-1VPC-P_27	148	2	[We will bring the gifts]	Yes	1	Yes	1312	Hit
vpc3031	critical-1VPC-P_18	159	2	[They will catch the students]	No	1	No	1207	CorrReject
vpc3032	critical-1VPC-P_23	10	6	[They will check the essays]	Yes	1	Yes	812	Hit
vpc3032	critical-1VPC-P_14	12	6	[She will help the waiter]	No	1	No	1089	CorrReject
vpc3032	critical-1VPC-P_4	13	6	[He will lock up the bicycle]	Yes	1	Yes	1238	Hit
vpc3032	critical-1VPC-P_12	15	6	[She will drive away the candidate]	Yes	1	Yes	932	Hit
vpc3032	critical-1VPC-P_24	16	6	[They will wring out the rag]	Yes	1	Yes	813	Hit
vpc3032	critical-1VPC-P_21	20	6	[They will lead off the dance]	No	1	No	1000	CorrReject
vpc3032	critical-1VPC-P_26	23	6	[We will bust the moves]	No	1	No	1246	CorrReject
vpc3032	critical-1VPC-P_7	28	6	[He will think the thoughts]	Yes	1	Yes	660	Hit
vpc3032	critical-1VPC-P_9	32	6	[She will pair off the geese]	No	1	No	1033	CorrReject
vpc3032	critical-1VPC-P_17	35	6	[They will shoot down the hawk]	No	1	No	856	CorrReject
vpc3032	critical-1VPC-P_25	41	6	[We will throw in the towel]	No	1	No	1022	CorrReject
vpc3032	critical-1VPC-P_22	42	6	[They will take the position]	No	1	No	1169	CorrReject
vpc3032	critical-1VPC-P_30	46	6	[We will pull the sticker]	No	1	No	1402	CorrReject
vpc3032	critical-1VPC-P_5	47	6	[He will pass over the dessert]	No	1	No	1025	CorrReject
vpc3032	critical-1VPC-P_28	51	6	[We will dress up the doll]	Yes	1	Yes	879	Hit
vpc3032	critical-1VPC-P_32	52	6	[We will tie up the canoe]	Yes	1	Yes	1117	Hit
vpc3032	critical-1VPC-P_20	55	6	[They will live down the lie]	Yes	1	Yes	1064	Hit
vpc3032	critical-1VPC-P_27	63	6	[We will bring the gifts]	Yes	1	Yes	1342	Hit
vpc3032	critical-1VPC-P_29	64	6	[We will smooth over the frosting]	No	1	No	1112	CorrReject
vpc3032	critical-1VPC-P_6	87	6	[He will run the hills]	No	1	No	1035	CorrReject
vpc3032	critical-1VPC-P_8	92	6	[He will strike down the balance]	Yes	1	Yes	895	Hit
vpc3032	critical-1VPC-P_18	97	6	[They will catch the students]	No	1	No	739	CorrReject
vpc3032	critical-1VPC-P_1	99	6	[He will hold down the line]	No	1	No	743	CorrReject
vpc3032	critical-1VPC-P_10	110	6	[She will check the books]	No	1	No	1103	CorrReject
vpc3032	critical-1VPC-P_31	112	6	[We will show the ponies]	Yes	1	Yes	802	Hit
vpc3032	critical-1VPC-P_13	115	6	[She will close up the cafթ]	No	1	No	1274	CorrReject
vpc3032	critical-1VPC-P_2	122	6	[He will buy the land]	Yes	0	No	1750	FalseAlarm
vpc3032	critical-1VPC-P_3	134	6	[He will cover the research]	Yes	1	Yes	852	Hit
vpc3032	critical-1VPC-P_16	149	6	[She will throw out the trash]	Yes	1	Yes	727	Hit
vpc3032	critical-1VPC-P_15	150	6	[She will set the boundaries]	Yes	1	Yes	623	Hit
vpc3032	critical-1VPC-P_11	154	6	[She will shut the computer]	Yes	1	Yes	715	Hit
vpc3032	critical-1VPC-P_19	158	6	[They will carry the groceries]	Yes	1	Yes	623	Hit
vpc3033	critical-1VPC-P_13	2	1	[She will finish the game]	Yes	0	No	2273	FalseAlarm
vpc3033	critical-1VPC-P_12	5	1	[She will give away the prizes]	Yes	0	No	1732	FalseAlarm
vpc3033	critical-1VPC-P_21	8	1	[They will seal the bag]	Yes	0	No	1612	FalseAlarm
vpc3033	critical-1VPC-P_22	15	1	[They will look the part]	Yes	1	Yes	1664	Hit
vpc3033	critical-1VPC-P_29	19	1	[We will make the model]	No	1	No	1726	CorrReject
vpc3033	critical-1VPC-P_23	32	1	[They will throw over the frisbee]	Yes	1	Yes	1494	Hit
vpc3033	critical-1VPC-P_7	41	1	[He will see through the rumors]	No	0	Yes	1449	Miss
vpc3033	critical-1VPC-P_15	42	1	[She will patch up the tire]	Yes	1	Yes	1015	Hit
vpc3033	critical-1VPC-P_31	43	1	[We will set off the timer]	Yes	1	Yes	1492	Hit
vpc3033	critical-1VPC-P_18	44	1	[They will mark the lumber]	Yes	1	Yes	952	Hit
vpc3033	critical-1VPC-P_20	45	1	[They will pull down the photo]	No	1	No	1237	CorrReject
vpc3033	critical-1VPC-P_30	46	1	[We will mark the pages]	Yes	1	Yes	1156	Hit
vpc3033	critical-1VPC-P_26	48	1	[We will bail the prisoner]	Yes	1	Yes	945	Hit
vpc3033	critical-1VPC-P_32	52	1	[We will buy up the supplies]	No	1	No	1743	CorrReject
vpc3033	critical-1VPC-P_24	66	1	[They will find out the word]	No	1	No	1262	CorrReject
vpc3033	critical-1VPC-P_14	72	1	[She will clear the drawer]	Yes	1	Yes	861	Hit
vpc3033	critical-1VPC-P_11	77	1	[She will close down the slide]	Yes	1	Yes	950	Hit
vpc3033	critical-1VPC-P_17	78	1	[They will boil the soup]	No	1	No	1431	CorrReject
vpc3033	critical-1VPC-P_5	80	1	[He will run the trail]	No	1	No	1010	CorrReject
vpc3033	critical-1VPC-P_6	81	1	[He will hold the lizard]	Yes	1	Yes	1358	Hit
vpc3033	critical-1VPC-P_1	85	1	[He will bring the crowd]	No	1	No	1673	CorrReject
vpc3033	critical-1VPC-P_27	106	1	[We will call forth the juror]	Yes	1	Yes	1092	Hit
vpc3033	critical-1VPC-P_19	108	1	[They will keep up the secret]	No	0	Yes	1343	Miss
vpc3033	critical-1VPC-P_2	126	1	[He wil round the fractions]	Yes	1	Yes	1213	Hit
vpc3033	critical-1VPC-P_25	127	1	[We will bring the dog]	No	1	No	1475	CorrReject
vpc3033	critical-1VPC-P_28	129	1	[We will charge up the phone]	Yes	0	No	1704	FalseAlarm
vpc3033	critical-1VPC-P_8	131	1	[He will hold down the job]	No	1	No	1580	CorrReject
vpc3033	critical-1VPC-P_3	139	1	[He will eat up the spaghetti]	Yes	1	Yes	1092	Hit
vpc3033	critical-1VPC-P_9	145	1	[She will break the stick]	No	1	No	1199	CorrReject
vpc3033	critical-1VPC-P_16	150	1	[She will buy out the store]	No	1	No	1340	CorrReject
vpc3033	critical-1VPC-P_10	156	1	[She will drive the trucks]	Yes	1	Yes	1013	Hit
vpc3033	critical-1VPC-P_4	157	1	[He will cut up the meat]	No	1	No	1219	CorrReject
vpc3034	critical-1VPC-P_18	5	3	[They will mark up the lumber]	No	1	No	630	CorrReject
vpc3034	critical-1VPC-P_28	11	3	[We will charge the phone]	Yes	1	Yes	70	Hit
vpc3034	critical-1VPC-P_32	21	3	[We will buy the supplies]	Yes	1	Yes	1008	Hit
vpc3034	critical-1VPC-P_29	28	3	[We will make over the model]	No	0	Yes	8	Miss
vpc3034	critical-1VPC-P_3	29	3	[He will eat the spaghetti]	No	1	No	22	CorrReject
vpc3034	critical-1VPC-P_14	32	3	[She will clear out the drawer]	No	1	No	302	CorrReject
vpc3034	critical-1VPC-P_11	33	3	[She will close the slide]	No	1	No	36	CorrReject
vpc3034	critical-1VPC-P_12	35	3	[She will give the prizes]	Yes	1	Yes	8	Hit
vpc3034	critical-1VPC-P_10	37	3	[She will drive out the trucks]	Yes	0	No	197	FalseAlarm
vpc3034	critical-1VPC-P_15	48	3	[She will patch the tire]	Yes	0	No	100	FalseAlarm
vpc3034	critical-1VPC-P_7	53	3	[He will see the rumors]	Yes	0	No	396	FalseAlarm
vpc3034	critical-1VPC-P_4	55	3	[He will cut the meat]	Yes	1	Yes	493	Hit
vpc3034	critical-1VPC-P_2	56	3	[He wil round up the fractions]	Yes	0	No	65	FalseAlarm
vpc3034	critical-1VPC-P_16	65	3	[She will buy the store]	Yes	1	Yes	193	Hit
vpc3034	critical-1VPC-P_19	68	3	[They will keep the secret]	Yes	0	No	12	FalseAlarm
vpc3034	critical-1VPC-P_27	71	3	[We will call the juror]	Yes	0	No	601	FalseAlarm
vpc3034	critical-1VPC-P_17	75	3	[They will boil down the soup]	Yes	1	Yes	354	Hit
vpc3034	critical-1VPC-P_24	76	3	[They will find the word]	Yes	1	Yes	223	Hit
vpc3034	critical-1VPC-P_23	83	3	[They will throw the frisbee]	Yes	0	No	83	FalseAlarm
vpc3034	critical-1VPC-P_9	84	3	[She will break off the stick]	Yes	1	Yes	190	Hit
vpc3034	critical-1VPC-P_31	88	3	[We will set the timer]	Yes	0	No	524	FalseAlarm
vpc3034	critical-1VPC-P_8	94	3	[He will hold the job]	Yes	1	Yes	95	Hit
vpc3034	critical-1VPC-P_13	95	3	[She will finish up the game]	Yes	1	Yes	458	Hit
vpc3034	critical-1VPC-P_22	98	3	[They will look over the part]	Yes	0	No	115	FalseAlarm
vpc3034	critical-1VPC-P_5	105	3	[He will run over the trail]	Yes	1	Yes	1322	Hit
vpc3034	critical-1VPC-P_6	110	3	[He will hold up the lizard]	Yes	0	No	99	FalseAlarm
vpc3034	critical-1VPC-P_20	117	3	[They will pull the photo]	No	0	Yes	100	Miss
vpc3034	critical-1VPC-P_30	125	3	[We will mark off the pages]	No	1	No	37	CorrReject
