"Subject"	"RT"	"Trial"	"Sex"	"NativeLanguage"	"Correct"	"PrevType"	"PrevCorrect"	"Word"	"Frequency"	"FamilySize"	"SynsetCount"	"Length"	"Class"	"FreqSingular"	"FreqPlural"	"DerivEntropy"	"Complex"	"rInfl"	"meanRT"	"SubjFreq"	"meanSize"	"meanWeight"	"BNCw"	"BNCc"	"BNCd"	"BNCcRatio"	"BNCdRatio"	"Sn"	"NativeLangSim"
"J15German"	7.28839844808214	56	"F"	"Other"	"correct"	"nonword"	"correct"	"owl"	4.859812	1.3862944	0.6931472	3	"animal"	54	74	0.7912	"simplex"	-0.31015493	6.3582	3.12	3.4758	3.1806	12.057065	0	6.175602	0	0.512198	"15"	"German"
"J7German"	7.30434005639299	57	"F"	"Other"	"correct"	"word"	"correct"	"dog"	7.667626	3.1354942	2.0794415	3	"animal"	1233	828	1.2129	"simplex"	0.39779605	6.2956	6.04	4.6429	4.5167	74.838494	50.859385	241.56104	0.679589	3.227765	"7"	"German"
"J15German"	7.05697344808214	57	"F"	"Other"	"correct"	"word"	"correct"	"dog"	7.667626	3.1354942	2.0794415	3	"animal"	1233	828	1.2129	"simplex"	0.39779605	6.2956	6.04	4.6429	4.5167	74.838494	50.859385	241.56104	0.679589	3.227765	"15"	"German"
"J7German"	7.53228605639299	61	"F"	"Other"	"correct"	"nonword"	"correct"	"shark"	5.880533	0.6931472	1.7917595	5	"animal"	246	111	0.0277	"simplex"	0.79088947	6.3179	3.76	3.9283	3.6724	3.231561	0.32498	3.80037	0.100564	1.176017	"7"	"German"
"J15German"	7.28491944808215	61	"F"	"Other"	"correct"	"nonword"	"correct"	"shark"	5.880533	0.6931472	1.7917595	5	"animal"	246	111	0.0277	"simplex"	0.79088947	6.3179	3.76	3.9283	3.6724	3.231561	0.32498	3.80037	0.100564	1.176017	"15"	"German"
"J7German"	7.53923105639299	65	"F"	"Other"	"correct"	"nonword"	"correct"	"apricot"	3.828641	0	1.3862944	7	"plant"	26	19	0	"simplex"	0.30010459	6.3637	4.4	1.7597	1.3216	2.340096	0.64996	3.80037	0.277749	1.624023	"7"	"German"
"J15German"	7.29186444808215	65	"F"	"Other"	"correct"	"nonword"	"correct"	"apricot"	3.828641	0	1.3862944	7	"plant"	26	19	0	"simplex"	0.30010459	6.3637	4.4	1.7597	1.3216	2.340096	0.64996	3.80037	0.277749	1.624023	"15"	"German"
"J7German"	7.35967405639299	67	"F"	"Other"	"correct"	"nonword"	"correct"	"whale"	5.298317	1.0986123	1.3862944	5	"animal"	104	95	0.4994	"simplex"	0.08961216	6.3548	3.96	3.535	3.2365	5.872526	1.949881	1.900185	0.332034	0.323572	"7"	"German"
"J15German"	7.11230744808215	67	"F"	"Other"	"correct"	"nonword"	"correct"	"whale"	5.298317	1.0986123	1.3862944	5	"animal"	104	95	0.4994	"simplex"	0.08961216	6.3548	3.96	3.535	3.2365	5.872526	1.949881	1.900185	0.332034	0.323572	"15"	"German"
"J7German"	7.50401605639299	69	"F"	"Other"	"correct"	"nonword"	"correct"	"spider"	4.844187	0.6931472	1.0986123	6	"animal"	73	53	0.5763	"simplex"	0.31508105	6.3401	5.04	3.4381	3.1251	6.017389	1.13743	23.039745	0.189024	3.828861	"7"	"German"
"J15German"	7.25664944808215	69	"F"	"Other"	"correct"	"nonword"	"correct"	"spider"	4.844187	0.6931472	1.0986123	6	"animal"	73	53	0.5763	"simplex"	0.31508105	6.3401	5.04	3.4381	3.1251	6.017389	1.13743	23.039745	0.189024	3.828861	"15"	"German"
"J7German"	7.57324805639299	70	"F"	"Other"	"correct"	"word"	"correct"	"pear"	4.727388	0	1.0986123	4	"plant"	44	68	0	"simplex"	-0.42744401	6.3353	4.52	1.9908	1.6114	2.05037	1.46241	7.363218	0.713242	3.591166	"7"	"German"
"J15German"	7.32588144808214	70	"F"	"Other"	"correct"	"word"	"correct"	"pear"	4.727388	0	1.0986123	4	"plant"	44	68	0	"simplex"	-0.42744401	6.3353	4.52	1.9908	1.6114	2.05037	1.46241	7.363218	0.713242	3.591166	"15"	"German"
"J7German"	7.29333905639299	72	"F"	"Other"	"correct"	"nonword"	"correct"	"mushroom"	5.537334	0.6931472	1.9459101	8	"plant"	90	137	0.4777	"simplex"	-0.41639418	6.3365	4.8	1.7232	1.3199	3.264991	0.64996	6.413125	0.19907	1.964209	"7"	"German"
"J15German"	7.04597244808214	72	"F"	"Other"	"correct"	"nonword"	"correct"	"mushroom"	5.537334	0.6931472	1.9459101	8	"plant"	90	137	0.4777	"simplex"	-0.41639418	6.3365	4.8	1.7232	1.3199	3.264991	0.64996	6.413125	0.19907	1.964209	"15"	"German"
"J7German"	7.49682205639299	75	"F"	"Other"	"correct"	"nonword"	"correct"	"squirrel"	4.70953	0	1.0986123	8	"animal"	63	47	0	"simplex"	0.28768207	6.4491	2.8	3.7114	3.4178	2.406956	0.81245	1.425139	0.337543	0.592092	"7"	"German"
"J15German"	7.24945544808214	75	"F"	"Other"	"correct"	"nonword"	"correct"	"squirrel"	4.70953	0	1.0986123	8	"animal"	63	47	0	"simplex"	0.28768207	6.4491	2.8	3.7114	3.4178	2.406956	0.81245	1.425139	0.337543	0.592092	"15"	"German"
"J7German"	7.46565505639299	77	"F"	"Other"	"correct"	"nonword"	"correct"	"pineapple"	3.988984	0	1.0986123	9	"plant"	44	9	0	"complex"	1.5040774	6.4022	4.4	1.8716	1.4581	2.596392	0.64996	6.650648	0.250332	2.561496	"7"	"German"
"J15German"	7.21828844808214	77	"F"	"Other"	"correct"	"nonword"	"correct"	"pineapple"	3.988984	0	1.0986123	9	"plant"	44	9	0	"complex"	1.5040774	6.4022	4.4	1.8716	1.4581	2.596392	0.64996	6.650648	0.250332	2.561496	"15"	"German"
"J7German"	7.35760105639299	79	"F"	"Other"	"correct"	"nonword"	"correct"	"chicken"	6.59987	1.0986123	1.7917595	7	"animal"	534	200	0.0798	"simplex"	0.97896184	6.3028	5.68	4.3832	4.1964	17.651009	7.312052	100.709814	0.414257	5.705612	"7"	"German"
"J15German"	7.11023444808214	79	"F"	"Other"	"correct"	"nonword"	"correct"	"chicken"	6.59987	1.0986123	1.7917595	7	"animal"	534	200	0.0798	"simplex"	0.97896184	6.3028	5.68	4.3832	4.1964	17.651009	7.312052	100.709814	0.414257	5.705612	"15"	"German"
"J7German"	7.44495805639299	81	"F"	"Other"	"correct"	"nonword"	"correct"	"goat"	6.228511	1.9459101	1.0986123	4	"animal"	209	297	1.0093	"simplex"	-0.34998596	6.2772	3.88	3.8703	3.647	6.362832	0.64996	4.037893	0.10215	0.634606	"7"	"German"
"J15German"	7.19759144808214	81	"F"	"Other"	"correct"	"nonword"	"correct"	"goat"	6.228511	1.9459101	1.0986123	4	"animal"	209	297	1.0093	"simplex"	-0.34998596	6.2772	3.88	3.8703	3.647	6.362832	0.64996	4.037893	0.10215	0.634606	"15"	"German"
"J7German"	7.29333905639299	83	"F"	"Other"	"incorrect"	"nonword"	"correct"	"crocodile"	4.615121	0	0.6931472	9	"animal"	35	65	0	"simplex"	-0.6061358	6.4433	3.36	3.8372	3.5655	2.574105	2.112371	2.850278	0.820623	1.107289	"7"	"German"
"J15German"	7.04597244808214	83	"F"	"Other"	"incorrect"	"nonword"	"correct"	"crocodile"	4.615121	0	0.6931472	9	"animal"	35	65	0	"simplex"	-0.6061358	6.4433	3.36	3.8372	3.5655	2.574105	2.112371	2.850278	0.820623	1.107289	"15"	"German"
"J7German"	7.48775505639299	84	"F"	"Other"	"correct"	"word"	"incorrect"	"horse"	7.77191	3.3322045	2.0794415	5	"animal"	1518	854	1.0925	"simplex"	0.57470603	6.3364	4.84	4.8195	4.7138	79.173243	62.071199	59.855833	0.783992	0.756011	"7"	"German"
"J15German"	7.24038844808214	84	"F"	"Other"	"correct"	"word"	"incorrect"	"horse"	7.77191	3.3322045	2.0794415	5	"animal"	1518	854	1.0925	"simplex"	0.57470603	6.3364	4.84	4.8195	4.7138	79.173243	62.071199	59.855833	0.783992	0.756011	"15"	"German"
"J7German"	7.34086405639299	89	"F"	"Other"	"correct"	"nonword"	"correct"	"tomato"	5.545177	0	1.0986123	6	"plant"	123	132	0	"simplex"	-0.07006756	6.3422	5.44	2.2952	1.9716	7.120577	0.48747	20.426991	0.068459	2.868727	"7"	"German"
"J15German"	7.09349744808214	89	"F"	"Other"	"correct"	"nonword"	"correct"	"tomato"	5.545177	0	1.0986123	6	"plant"	123	132	0	"simplex"	-0.07006756	6.3422	5.44	2.2952	1.9716	7.120577	0.48747	20.426991	0.068459	2.868727	"15"	"German"
"J7German"	7.46751605639299	93	"F"	"Other"	"correct"	"nonword"	"correct"	"broccoli"	2.833213	0	1.0986123	8	"plant"	16	0	0	"simplex"	2.83321334	6.4157	4.96	1.9817	1.5459	1.170048	0.64996	5.938079	0.555499	5.075073	"7"	"German"
"J15German"	7.22014944808214	93	"F"	"Other"	"correct"	"nonword"	"correct"	"broccoli"	2.833213	0	1.0986123	8	"plant"	16	0	0	"simplex"	2.83321334	6.4157	4.96	1.9817	1.5459	1.170048	0.64996	5.938079	0.555499	5.075073	"15"	"German"
"J7German"	7.76582905639299	97	"F"	"Other"	"correct"	"nonword"	"correct"	"mole"	4.60517	1.0986123	1.9459101	4	"animal"	69	30	0.6968	"simplex"	0.81450804	6.415	2.4	2.9999	2.6112	5.738806	4.062251	2.850278	0.707856	0.496667	"7"	"German"
"J15German"	7.51846244808215	97	"F"	"Other"	"correct"	"nonword"	"correct"	"mole"	4.60517	1.0986123	1.9459101	4	"animal"	69	30	0.6968	"simplex"	0.81450804	6.415	2.4	2.9999	2.6112	5.738806	4.062251	2.850278	0.707856	0.496667	"15"	"German"
"J7German"	7.37610105639299	98	"F"	"Other"	"correct"	"word"	"correct"	"bat"	5.918894	2.1972246	2.3025851	3	"animal"	155	103	2.2641	"simplex"	0.40546511	6.329	3.2	2.5589	2.1666	9.427243	5.199682	6.888171	0.551559	0.730667	"7"	"German"
"J15German"	7.12873444808214	98	"F"	"Other"	"correct"	"word"	"correct"	"bat"	5.918894	2.1972246	2.3025851	3	"animal"	155	103	2.2641	"simplex"	0.40546511	6.329	3.2	2.5589	2.1666	9.427243	5.199682	6.888171	0.551559	0.730667	"15"	"German"
"J7German"	7.27773105639299	99	"F"	"Other"	"incorrect"	"word"	"correct"	"donkey"	5.541264	0	1.0986123	6	"animal"	162	92	0.037	"simplex"	0.56115071	6.3328	3.48	3.9986	3.7598	5.081351	3.737271	6.650648	0.735488	1.308835	"7"	"German"
"J15German"	7.03036444808215	99	"F"	"Other"	"incorrect"	"word"	"correct"	"donkey"	5.541264	0	1.0986123	6	"animal"	162	92	0.037	"simplex"	0.56115071	6.3328	3.48	3.9986	3.7598	5.081351	3.737271	6.650648	0.735488	1.308835	"15"	"German"
"J7German"	7.33663605639299	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"7"	"German"
"J15German"	7.08926944808214	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"15"	"German"
"J7German"	7.50759405639299	103	"F"	"Other"	"correct"	"nonword"	"correct"	"squid"	3.970292	0	1.0986123	5	"animal"	23	29	0	"simplex"	-0.22314355	6.4089	3.08	3.5957	3.2684	1.64921	0.16249	1.187616	0.098526	0.720112	"7"	"German"
"J15German"	7.26022744808215	103	"F"	"Other"	"correct"	"nonword"	"correct"	"squid"	3.970292	0	1.0986123	5	"animal"	23	29	0	"simplex"	-0.22314355	6.4089	3.08	3.5957	3.2684	1.64921	0.16249	1.187616	0.098526	0.720112	"15"	"German"
"J7German"	7.27773105639299	108	"F"	"Other"	"correct"	"nonword"	"correct"	"frog"	5.129899	2.0794415	1.3862944	4	"animal"	74	94	1.0456	"simplex"	-0.23638878	6.3335	3.76	3.1746	2.8385	5.059064	1.46241	10.451018	0.289067	2.065801	"7"	"German"
"J15German"	7.03036444808215	108	"F"	"Other"	"correct"	"nonword"	"correct"	"frog"	5.129899	2.0794415	1.3862944	4	"animal"	74	94	1.0456	"simplex"	-0.23638878	6.3335	3.76	3.1746	2.8385	5.059064	1.46241	10.451018	0.289067	2.065801	"15"	"German"
"J7German"	7.25729905639299	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"7"	"German"
"J15German"	7.00993244808214	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"15"	"German"
"J7German"	7.49682205639299	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"7"	"German"
"J15German"	7.24945544808214	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"15"	"German"
"J7German"	7.31954205639299	112	"F"	"Other"	"incorrect"	"nonword"	"correct"	"reindeer"	4.043051	0	0.6931472	8	"animal"	28	28	0	"complex"	0	6.4974	2.28	3.7494	3.4517	1.537777	0.97494	0.950093	0.633993	0.617835	"7"	"German"
"J15German"	7.07217544808214	112	"F"	"Other"	"incorrect"	"nonword"	"correct"	"reindeer"	4.043051	0	0.6931472	8	"animal"	28	28	0	"complex"	0	6.4974	2.28	3.7494	3.4517	1.537777	0.97494	0.950093	0.633993	0.617835	"15"	"German"
"J7German"	7.21991205639299	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"7"	"German"
"J15German"	6.97254544808214	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"15"	"German"
"J7German"	7.32598605639299	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"7"	"German"
"J15German"	7.07861944808214	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"15"	"German"
"J7German"	7.46937305639299	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"7"	"German"
"J15German"	7.22200644808215	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"15"	"German"
"J7German"	7.46192405639299	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"7"	"German"
"J15German"	7.21455744808214	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"15"	"German"
"J7German"	7.52529305639299	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"7"	"German"
"J15German"	7.27792644808214	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"15"	"German"
"J7German"	7.37813605639299	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"7"	"German"
"J15German"	7.13076944808214	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"15"	"German"
"J7German"	7.44685805639299	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"7"	"German"
"J15German"	7.19949144808214	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"15"	"German"
"J7German"	7.27997605639299	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"7"	"German"
"J15German"	7.03260944808214	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"15"	"German"
"J7German"	7.22939005639299	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"7"	"German"
"J15German"	6.98202344808214	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"15"	"German"
"J7German"	7.50401605639299	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"7"	"German"
"J15German"	7.25664944808215	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"15"	"German"
"J7German"	7.30215005639299	130	"F"	"Other"	"correct"	"nonword"	"correct"	"cherry"	4.997212	0.6931472	1.6094379	6	"plant"	83	49	0.4754	"simplex"	0.51879379	6.3426	3.88	1.6278	1.2081	5.71652	3.249801	12.588727	0.568493	2.202166	"7"	"German"
"J15German"	7.05478344808215	130	"F"	"Other"	"correct"	"nonword"	"correct"	"cherry"	4.997212	0.6931472	1.6094379	6	"plant"	83	49	0.4754	"simplex"	0.51879379	6.3426	3.88	1.6278	1.2081	5.71652	3.249801	12.588727	0.568493	2.202166	"15"	"German"
"J7German"	7.57157405639299	131	"F"	"Other"	"correct"	"word"	"correct"	"butterfly"	5.214936	0	1.0986123	9	"animal"	88	95	0	"complex"	-0.07571182	6.4062	4.08	3.8757	3.6141	6.719418	0.64996	5.463032	0.096729	0.813022	"7"	"German"
"J15German"	7.32420744808215	131	"F"	"Other"	"correct"	"word"	"correct"	"butterfly"	5.214936	0	1.0986123	9	"animal"	88	95	0	"complex"	-0.07571182	6.4062	4.08	3.8757	3.6141	6.719418	0.64996	5.463032	0.096729	0.813022	"15"	"German"
"J7German"	7.51648305639299	133	"F"	"Other"	"correct"	"nonword"	"incorrect"	"vulture"	4.248495	0	1.0986123	7	"animal"	21	48	0	"simplex"	-0.80077784	6.6213	2.28	3.6219	3.3054	1.270338	0.32498	0.237523	0.255822	0.186976	"7"	"German"
"J15German"	7.26911644808215	133	"F"	"Other"	"correct"	"nonword"	"incorrect"	"vulture"	4.248495	0	1.0986123	7	"animal"	21	48	0	"simplex"	-0.80077784	6.6213	2.28	3.6219	3.3054	1.270338	0.32498	0.237523	0.255822	0.186976	"15"	"German"
"J7German"	7.59147505639299	134	"F"	"Other"	"correct"	"word"	"correct"	"walnut"	4.49981	0	1.3862944	6	"plant"	70	19	0	"simplex"	1.2669476	6.4226	3.92	1.8327	1.422	3.454427	0.64996	4.987986	0.188153	1.44394	"7"	"German"
"J15German"	7.34410844808215	134	"F"	"Other"	"correct"	"word"	"correct"	"walnut"	4.49981	0	1.3862944	6	"plant"	70	19	0	"simplex"	1.2669476	6.4226	3.92	1.8327	1.422	3.454427	0.64996	4.987986	0.188153	1.44394	"15"	"German"
"J7German"	7.74632905639299	137	"F"	"Other"	"correct"	"nonword"	"incorrect"	"magpie"	2.995732	0	1.0986123	6	"animal"	13	6	0	"simplex"	0.69314718	6.4871	2.68	3.6695	3.3214	1.092045	0.32498	1.187616	0.297589	1.087516	"7"	"German"
"J15German"	7.49896244808214	137	"F"	"Other"	"correct"	"nonword"	"incorrect"	"magpie"	2.995732	0	1.0986123	6	"animal"	13	6	0	"simplex"	0.69314718	6.4871	2.68	3.6695	3.3214	1.092045	0.32498	1.187616	0.297589	1.087516	"15"	"German"
"J7German"	7.46937305639299	138	"F"	"Other"	"correct"	"word"	"correct"	"strawberry"	4.75359	0	1.3862944	10	"plant"	50	65	0	"complex"	-0.25782911	6.3475	5.04	1.8922	1.4951	2.919548	0.64996	18.526805	0.222624	6.345778	"7"	"German"
"J15German"	7.22200644808215	138	"F"	"Other"	"correct"	"word"	"correct"	"strawberry"	4.75359	0	1.3862944	10	"plant"	50	65	0	"complex"	-0.25782911	6.3475	5.04	1.8922	1.4951	2.919548	0.64996	18.526805	0.222624	6.345778	"15"	"German"
"J7German"	7.26187605639299	139	"F"	"Other"	"correct"	"word"	"correct"	"banana"	5.023881	0	1.0986123	6	"plant"	74	77	0	"simplex"	-0.03922071	6.3178	5.68	2.0802	1.7189	4.524185	1.29992	23.039745	0.287327	5.092573	"7"	"German"
"J15German"	7.01450944808215	139	"F"	"Other"	"correct"	"word"	"correct"	"banana"	5.023881	0	1.0986123	6	"plant"	74	77	0	"simplex"	-0.03922071	6.3178	5.68	2.0802	1.7189	4.524185	1.29992	23.039745	0.287327	5.092573	"15"	"German"
"J7German"	7.49862505639299	141	"F"	"Other"	"correct"	"nonword"	"correct"	"elephant"	6.063785	0.6931472	1.0986123	8	"animal"	113	316	0.213	"simplex"	-1.02270333	6.322	3.88	4.1927	3.9911	8.691785	8.611973	7.363218	0.990818	0.847147	"7"	"German"
"J15German"	7.25125844808214	141	"F"	"Other"	"correct"	"nonword"	"correct"	"elephant"	6.063785	0.6931472	1.0986123	8	"animal"	113	316	0.213	"simplex"	-1.02270333	6.322	3.88	4.1927	3.9911	8.691785	8.611973	7.363218	0.990818	0.847147	"15"	"German"
"J7German"	7.88284505639299	144	"F"	"Other"	"correct"	"nonword"	"correct"	"stork"	3.044522	0	0.6931472	5	"animal"	13	7	0	"simplex"	0.55961579	6.5239	2	3.8085	3.4878	0.724315	0	0.475046	0	0.655856	"7"	"German"
"J15German"	7.63547844808214	144	"F"	"Other"	"correct"	"nonword"	"correct"	"stork"	3.044522	0	0.6931472	5	"animal"	13	7	0	"simplex"	0.55961579	6.5239	2	3.8085	3.4878	0.724315	0	0.475046	0	0.655856	"15"	"German"
"J7German"	7.38421505639299	147	"F"	"Other"	"correct"	"nonword"	"correct"	"olive"	5.587249	1.0986123	1.9459101	5	"plant"	160	78	0.5684	"simplex"	0.71195651	6.295	4.12	1.6987	1.2952	3.877873	0	2.850278	0	0.735011	"7"	"German"
"J15German"	7.13684844808214	147	"F"	"Other"	"correct"	"nonword"	"correct"	"olive"	5.587249	1.0986123	1.9459101	5	"plant"	160	78	0.5684	"simplex"	0.71195651	6.295	4.12	1.6987	1.2952	3.877873	0	2.850278	0	0.735011	"15"	"German"
"J7German"	7.26643205639299	152	"F"	"Other"	"incorrect"	"nonword"	"correct"	"goose"	5.267858	1.7917595	1.3862944	5	"animal"	103	85	1.4565	"simplex"	0.1900436	6.3514	3.4	3.0071	2.6612	4.401609	1.949881	1.900185	0.442993	0.431702	"7"	"German"
"J15German"	7.01906544808215	152	"F"	"Other"	"incorrect"	"nonword"	"correct"	"goose"	5.267858	1.7917595	1.3862944	5	"animal"	103	85	1.4565	"simplex"	0.1900436	6.3514	3.4	3.0071	2.6612	4.401609	1.949881	1.900185	0.442993	0.431702	"15"	"German"
"J7German"	7.46005305639299	154	"F"	"Other"	"correct"	"nonword"	"correct"	"swan"	4.962845	1.3862944	1.3862944	4	"animal"	88	46	0.7769	"simplex"	0.63848877	6.3781	3	3.2612	2.9268	5.281931	2.599841	2.850278	0.492214	0.539628	"7"	"German"
"J15German"	7.21268644808214	154	"F"	"Other"	"correct"	"nonword"	"correct"	"swan"	4.962845	1.3862944	1.3862944	4	"animal"	88	46	0.7769	"simplex"	0.63848877	6.3781	3	3.2612	2.9268	5.281931	2.599841	2.850278	0.492214	0.539628	"15"	"German"
"J7German"	7.57991405639299	156	"F"	"Other"	"correct"	"nonword"	"correct"	"almond"	4.204693	0	1.0986123	6	"plant"	24	42	0	"simplex"	-0.54232429	6.3908	3.72	1.8912	1.486	3.075555	0.16249	1.425139	0.052833	0.463376	"7"	"German"
"J15German"	7.33254744808214	156	"F"	"Other"	"correct"	"nonword"	"correct"	"almond"	4.204693	0	1.0986123	6	"plant"	24	42	0	"simplex"	-0.54232429	6.3908	3.72	1.8912	1.486	3.075555	0.16249	1.425139	0.052833	0.463376	"15"	"German"
"J7German"	7.15600805639299	159	"F"	"Other"	"incorrect"	"nonword"	"correct"	"asparagus"	3.663562	0	1.0986123	9	"plant"	19	19	0	"simplex"	0	6.4939	3.68	1.866	1.4424	1.281481	0	0	0	0	"7"	"German"
"J15German"	6.90864144808214	159	"F"	"Other"	"incorrect"	"nonword"	"correct"	"asparagus"	3.663562	0	1.0986123	9	"plant"	19	19	0	"simplex"	0	6.4939	3.68	1.866	1.4424	1.281481	0	0	0	0	"15"	"German"
"J7German"	7.34297205639299	160	"F"	"Other"	"incorrect"	"word"	"incorrect"	"leek"	3.332205	0	1.0986123	4	"plant"	5	22	0	"simplex"	-1.34373475	6.42	3.68	1.8898	1.459	0.846892	0.16249	2.375231	0.191866	2.804646	"7"	"German"
"J15German"	7.09560544808214	160	"F"	"Other"	"incorrect"	"word"	"incorrect"	"leek"	3.332205	0	1.0986123	4	"plant"	5	22	0	"simplex"	-1.34373475	6.42	3.68	1.8898	1.459	0.846892	0.16249	2.375231	0.191866	2.804646	"15"	"German"
